"LANGUAGE","English","French","Italian","Spanish","German","Czech"
"STR_CFG_MARKERS_DOT","Dot","Point","Punto","Punto","Punkt","Bod"
"STR_CFG_MARKERS_DESTROY","Destroy","DÈtruire","Distruggere","Destruir","Zerstˆren","ZniËit"
"STR_CFG_MARKERS_START","Start","DÈmarrer","Punto di inserimento","Empezar","Anfangen","Start"
"STR_CFG_MARKERS_END","End","Fin","Fine","Finalizar","Beenden","Konec"
"STR_CFG_MARKERS_WARNING","Warning","Attention","Punto esclamativo","Cuidado","Achtung","Varov·nÌ"
"STR_CFG_MARKERS_JOIN","Join","Rejoindre","Unirsi","Unirse","Beitreten","P¯ipojit"
"STR_CFG_MARKERS_PICKUP","Pick Up","RÈcupÈrer","Raccogliere","Recoger","Auflesen","Vyzvednout"
"STR_CFG_MARKERS_UNKNOWN","Unknown","Inconnu","Punto interrogativo","Desconocido","Unbekannte","Nezn·m˝"
"STR_CFG_MARKERS_MARKER","Marker","Marqueur","Marcatore (X)","Marcador","Markierung","ZnaËka"
"STR_CFG_MARKERS_ARROW","Arrow","FlËche","Freccia","Flecha","Pfeil","äipka"
"STR_CFG_MARKERS_EMPTY","Empty","Vide","Vuoto","VacÌo","Leer","Pr·zdn˝"
"STR_CFG_MARKERCOL_DEFAULT","Default","Par dÈfaut","Predefinito","Predeterm.","Voreinstellung","P˘vodnÌ"
"STR_CFG_MARKERCOL_BLACK","Black","Noir","Nero","Negro","Schwarz","»ern·"
"STR_CFG_MARKERCOL_RED","Red","Rouge","Rosso","Rojo","Rot","»erven·"
"STR_CFG_MARKERCOL_REDALPHA","Red Transparent","Rouge transparent","Rosso trasparente","Rojo transparente","Transparent rot","»erven· pr˘hledn·"
"STR_CFG_MARKERCOL_GREEN","Green","Vert","Verde","Verde","Gr¸n","Zelen·"
"STR_CFG_MARKERCOL_GREENALPHA","Green Transparent","Vert transparent","Verde trasparente","Verde transparente","Transparent gr¸n","Zelen· pr˘hledn·"
"STR_CFG_MARKERCOL_BLUE","Blue","Bleu","Blu","Azul","Blau","Modr·"
"STR_CFG_MARKERCOL_YELLOW","Yellow","Jaune","Giallo","Amarillo","Gelb","élut·"
"STR_CFG_MARKERCOL_WHITE","White","Blanc","Bianco","Blanco","Weiﬂ","BÌl·"
"STR_CFG_MARKERBR_SOLID","Solid","Solide","Uniforme","Lleno","Massiv","Pln·"
"STR_CFG_MARKERBR_HORIZONTAL","Horizontal","Horizontal","Orizzontale","Horizontal","Horizontal","VodorovnÏ"
"STR_CFG_MARKERBR_VERTICAL","Vertical","Vertical","Verticale","Vertical","Vertikal","Svisle"
"STR_CFG_MARKERBR_GRID","Grid","Quadrillage","Reticolato","CuadrÌcula","Planquadrat","K¯Ìûem"
"STR_CFG_MARKERBR_FDIAGONAL","Forward diagonal","Diagonale avant","Avanti in diagonale","Diagonal hacia adelante","Vorw‰rts diagonal","Dop¯edu öikmo"
"STR_CFG_MARKERBR_BDIAGONAL","Backward diagonal","Diagonale arriËre","Indietro in diagonale","Diagonal hacia atr·s","R¸ckw‰rts diagonal","Dozadu öikmo"
"STR_CFG_MARKERBR_DIAGGRID","Grid diagonal","Diagonale quadrillage","Reticolato in diagonale","Diagonal cuadrÌcula","Planquadrat diagonal","äikmo k¯Ìûem"
"STR_CFG_MARKERBR_CROSS","Cross","Croix","Croce","Cruz","Kreuz","K¯Ìûky"
"STR_CFG_GRPNAMES_ALPHA","Alpha","Alpha","Alfa","Alfa","Alpha","Alfa"
"STR_CFG_GRPNAMES_BRAVO","Bravo","Bravo","Bravo","Bravo","Bravo","Bravo"
"STR_CFG_GRPNAMES_CHARLIE","Charlie","Charlie","Charlie","Charlie","Charlie","Charlie"
"STR_CFG_GRPNAMES_DELTA","Delta","Delta","Delta","Delta","Delta","Delta"
"STR_CFG_GRPNAMES_ECHO","Echo","Echo","Eco","Eco","Echo","Echo"
"STR_CFG_GRPNAMES_FOXTROT","Foxtrot","Foxtrot","Foxtrot","Foxtrot","Foxtrot","Foxtrot"
"STR_CFG_GRPNAMES_GOLF","Golf","Golf","Golf","Golf","Golf","Golf"
"STR_CFG_GRPNAMES_HOTEL","Hotel","Hotel","Hotel","Hotel","Hotel","Hotel"
"STR_CFG_GRPNAMES_NOVEMBER","November","November","November","November","November","Nom·d"
"STR_CFG_GRPNAMES_KILO","Kilo","Kilo","Kilo","Kilo","Kilo","Kilo"
"STR_CFG_GRPNAMES_YANKEE","Yankee","Yankee","Yankee","Yankee","Yankee","Yankee"
"STR_CFG_GRPNAMES_ZULU","Zulu","Zulu","Zul˘","Zulu","Zulu","Zulu"
"STR_CFG_GRPNAMES_BUFFALO","Buffalo","Buffalo","Buffalo","Buffalo","Buffalo","Buffalo"
"STR_CFG_GRPNAMES_SIX","Six","Six","Six","Six","Six","äest"
"STR_CFG_GRPNAMES_TWO","Two","Two","Two","Two","Two","Dvojka"
"STR_CFG_GRPNAMES_THREE","Three","Three","Three","Three","Three","Trojka"
"STR_CFG_GRPNAMES_GUARDIAN","Guardian","Guardian","Guardian","Guardian","W‰chter","Ochr·nce"
"STR_CFG_GRPNAMES_CONVOY","Convoy","Convoi","Autocolonna","Convoy","Konvoi","Konvoj"
,,,,,,
"STR_CFG_GRPCOL_BLACK","Black","Noir","Nero","Negro","Schwarz","»ern·"
"STR_CFG_GRPCOL_RED","Red","Rouge","Rosso","Rojo","Rot","»erven·"
"STR_CFG_GRPCOL_GREEN","Green","Vert","Verde","Verde","Gr¸n","Zelen·"
"STR_CFG_GRPCOL_BLUE","Blue","Bleu","Blu","Azul","Blau","Modr·"
"STR_CFG_GRPCOL_YELLOW","Yellow","Jaune","Giallo","Amarillo","Gelb","élut·"
"STR_CFG_GRPCOL_ORANGE","Orange","Orange","Arancione","Naranja","Orange","Oranûov·"
"STR_CFG_GRPCOL_PINK","Pink","Rose","Rosa","Rosa","Rosa","R˘ûov·"
"STR_CFG_GRP_ARMORED","Armored","BlindÈ","Corazzato","Blindado","Gepanzerte","ObrnÏn· tech."
"STR_CFG_GRP_INFANTRY","Infantry","Infanterie","Fanteria","InfanterÌa","Infanterie","PÏchota"
"STR_CFG_GRP_M1PLATOON","M1Abrams Platoon","Peloton de M1 Abrams","Plotone M1Abrams","PelotÛn de M1Abrams","M1Abrams-Zug","Rota M1Abrams"
"STR_CFG_GRP_M60PLATOON","M60A2 Platoon","Peloton de M60 A2","Plotone M60A2","PelotÛn de M60A2","M60A2-Zug","Rota M60A2"
"STR_CFG_GRP_T80PLATOON","T80 Platoon","Peloton de T80","Plotone T80","PelotÛn de T80","T80-Zug","Rota T80"
"STR_CFG_GRP_T72PLATOON","T72 Platoon","Peloton de T72","Plotone T72","PelotÛn de T72","T72-Zug","Rota T72"
"STR_CFG_GRP_INFANTRY_BASIC","Infantry Squad","Escouade d'infanterie","Squadra fanteria","Comando de infanterÌa","Infanterietrupp","PÏchotnÌ druûstvo"
"STR_CFG_GRP_INFANTRY_MECHANIZED","Mechanized Inf. Squad","Escouade d'infanterie mÈcanisÈe","Squadra fanteria meccanizzata","InfanterÌa motorizada PelotÛn","Motorisierte Inf. Trupp","Druûstvo mech. pÏchoty"
,,,,,,
"COMMENT","Briefing","Briefing","Briefing","Resumen","Besprechung","BrÌfink"
"STR_BRIEF_WEAPONS","Weapons:","Armes†:","Armi:","Armamento:","Waffen:","ZbranÏ:"
"STR_BRIEF_ITEMS1","Items I:","Objets I†:","Munizioni I:","Elementos I:","Gegenst‰nde I:","Munice I:"
"STR_BRIEF_ITEMS2","Items II:","Objets II†:","Munizioni II","Elementos II:","Gegenst‰nde II:","Munice II:"
"STR_BRIEF_SPECIAL","Special:","SpÈcial†:","Oggetti Speciali:","Especial:","Speziell:","Speci·lnÌ"
"STR_BRIEF_PRIMARY_WEAPONS","Primary weapons","Armes principales","Armi primarie","Armamento principal","Prim‰rwaffen","Prim·rnÌ zbranÏ"
"STR_BRIEF_SECONDARY_WEAPONS","Secondary weapons","Armes secondaires","Armi secondarie","Armamento secundario","Sekund‰rwaffen","Sekund·rnÌ zbranÏ"
"STR_BRIEF_SPECIAL_ITEMS","Special items","Objets spÈciaux","Oggetti speciali","Elementos especiales","Besondere Gegenst‰nde","Speci·lnÌ vybavenÌ"
"STR_BRIEF_SPECIAL_MAGAZINES","Items","Objets","Oggetti","Elementos","Gegenst‰nde","P¯edmÏty"
"STR_BRIEF_POOL_CANCEL","CANCEL","ANNULER","ANNULLA","CANCELAR","ABBRECHEN","ZRUäIT"
"STR_BRIEF_POOL_NONE","NONE","NEANT","NIENTE","NINGUNO","KEINE","NIC"
"STR_BRIEF_GROUP","Group","Groupe","Gruppo","Grupo","Gruppe","Druûstvo"
"STR_BRIEF_GROUP_LEADER",", Group Leader",", Chef de groupe",", comandante di un gruppo",", lÌder de grupo",", Anf¸hrer der Gruppe",", velitel skupiny"
"STR_BRIEF_COMMANDER","  Commander: ","  Commandant†: ","  Comandante: ","  Comandante: ","  Kommandant: ","  Velitel: "
"STR_BRIEF_DRIVER","  Driver: ","  Conducteur†: ","  Autista: ","  Conductor: ","  Fahrer: ","  ÿidiË: "
"STR_BRIEF_GUNNER","  Gunner: ","  Tireur†: ","  Cannoniere: ","  Artillero: ","  Sch¸tze: ","  St¯elec: "
"STR_BRIEF_CARGO","  In Cargo: ","  Cargaison†: ","  Passeggeri: ","  En la carga: ","  In der Fracht: ","  Vzadu: "
"STR_BRIEF_DURATION_LONG","Duration: %d h, %d min","DurÈe†: %d h, %d min","Durata: %d h, %d min","DuraciÛn: %d h, %d minutos","Dauer: %d h, %d Min.","Trv·nÌ: %d h, %d min"
"STR_BRIEF_DURATION_SHORT","Duration: %d min","DurÈe†: %d min","Durata: %d min","DuraciÛn: %d minutos","Dauer: %d Min.","Trv·nÌ: %d min"
"STR_BRIEF_SCORE","Score: %.0f","Score†: %.0f","Punteggio: %.0f","Puntuac.: %.0f","Punkte: %.0f","HodnocenÌ: %.0f"
"STR_BRIEF_OBJECTIVES","Objectives","Objectifs","Obbiettivi","Objetivos","Ziele","CÌle"
"STR_BRIEF_STATISTICS","Statistics","Statistiques","Statistiche","EstadÌsticas","Statistiken","Statistika"
"STR_BRIEF_YOURKILLS","Your kills:","Vos victimes†:","Nemici eliminati:","Sus vÌctimas:","Ihre Absch¸sse:","ZniËenÈ jednotky"
"STR_BRIEF_YOURKILLS_FRIENDLY","Your kills - friendly units:","Vos victimes - unitÈs ennemies†:","Unit‡ amiche eliminate:","Sus vÌctimas (unidades amigas):","Ihre Absch¸sse - eigene Einheiten:","ZniËenÈ p¯·telskÈ jednotky"
"STR_BRIEF_YOURKILLS_CIVIL","Your kills - civilians:","Vos victimes - civils†:","Civili eliminati:","Sus vÌctimas (civiles):","Ihre Absch¸sse - Zivilisten:","ZniËenÈ jednotky - civilistÈ"
"STR_BRIEF_CASUALTIES","Casualties:","Pertes†:","Caduti:","Muertos:","Verluste:","Ztr·ty"
"STR_BRIEF_FORMAT_GENERIC_TIMES","%dx %s","%dx %s","%dx %s","%dx %s","%dx %s","%dx %s"
"STR_BRIEF_FORMAT_YOU_TIMES","%dx you (%s)","%dx vous (%s)","%dx you (%s)","%dx t˙ (%s)","%dx Sie (%s)","%dx ty (%s)"
"STR_BRIEF_FORMAT_YOU_ONCE","You (%s)","Vous (%s)","You (%s)","T˙ (%s)","Sie (%s)","Ty (%s)"
"STR_BRIEF_FORMAT_BY_TIMES","- %dx by %s","- %dx par %s","- %dx by %s","- %dx por %s","- %dx pro %s","- %dx tÏ zabil %s"
"STR_BRIEF_FORMAT_BY_ONCE","- by %s","- par %s","- by %s","- por %s","- pro %s","- 1x tÏ zabil %s"
"STR_BRIEF_STAT_OPEN","Statistics","Statistiques","Statistiche","EstadÌsticas","Statistiken","Statistika"
"STR_BRIEF_STAT_CLOSE","Close","Fermer","Chiudi","Cerrar","Schlieﬂen","Zav¯Ìt"
,,,,,,
,,,,,,
"COMMENT","Credits","CrÈdits","Titoli","Colaboradores","Mitarbeiter","Auto¯i"
"STR_CREDITS01","Project Leader","Directeur du projet","Direttore del progetto","Director del proyecto","Projektleitung","VedoucÌ projektu"
"STR_CREDITS02","Programming","Programmation","Programmazione","ProgramaciÛn","Programmierung","Program·to¯i"
"STR_CREDITS03","Artwork","Graphismes","Grafica","DiseÒo gr·fico","K¸nstlerische Gestaltung","V˝tvarnÌci"
"STR_CREDITS04","Design","Conception","Design","DiseÒo","Design","Design"
"STR_CREDITS05","Landscape Editing","Modification des environnements","Editing del paesaggio","EdiciÛn del paisaje","Landschaftsbearbeitung","⁄prava krajiny"
"STR_CREDITS06","Motion Capture Performance","Acteurs de la capture de mouvements","Motion capture","Captura de movimiento","Motion Capture-Modell","Pohyby p¯edv·dÏl"
"STR_CREDITS07","Additional Tools Programming","Programmation d'outils supplÈmentaire","Programmazione strumenti addizionale","ProgramaciÛn de herramientas complementarias","Programmierung zus‰tzlicher Tools","Programov·nÌ n·stroj˘"
"STR_CREDITS08","Original Music Score","Bande originale","Colonna sonora originale","ComposiciÛn de m˙sica original","Titelmusik","P˘vodnÌ hudba"
"STR_CREDITS09","Additional Music Tracks","Morceaux supplÈmentaires","Brani musicali addizionali","Canciones adicionales","Weitere Musik","DalöÌ hudba"
"STR_CREDITS10","Sound Effects","Effets sonores","Effetti sonori","Efectos de sonido","Soundeffekte","ZvukovÈ efekty"
"STR_CREDITS11","Special Thanks","Remerciements","Ringraziamenti speciali","Agradecimientos especiales","Besonderer Dank an","Zvl·önÌ podÏkov·nÌ"
,,,,,,
,,,,,,
,,,,,,
"STR_CREDITSN01","Marek äpanÏl","Marek äpanÏl","Marek äpanÏl","Marek äpanÏl","Marek äpanÏl","Marek äpanÏl"
"STR_CREDITSN02","Ond¯ej äpanÏl\n Ji¯Ì Martinek","Ond¯ej äpanÏl\n Ji¯Ì Martinek","Ond¯ej äpanÏl\n Ji¯Ì Martinek","Ond¯ej äpanÏl\n Ji¯Ì Martinek","Ond¯ej äpanÏl\n Ji¯Ì Martinek","Ond¯ej äpanÏl\nJi¯Ì Martinek"
"STR_CREDITSN03","Jan Hovora\nPetr Pechar\nKamila Clarov·\nPetr VÌöek\nKarel MatÏjka","Jan Hovora\nPetr Pechar\nKamila Clarov·\nPetr VÌöek\nKarel MatÏjka","Jan Hovora\nPetr Pechar\nKamila Clarov·\nPetr VÌöek\nKarel MatÏjka","Jan Hovora\nPetr Pechar\nKamila Clarov·\nPetr VÌöek\nKarel MatÏjka","Jan Hovora\nPetr Pechar\nKamila Clarov·\nPetr VÌöek\nKarel MatÏjka","Jan Hovora\nPetr Pechar\nKamila Clarov·\nPetr VÌöek\nKarel MatÏjka"
"STR_CREDITSN04","Viktor Bocan\nVojtÏch Nov·k\nAdam BÌlek\nRobert ätÌpek\nTom·ö Pulkr·bek\nJan Kraml","Viktor Bocan\nVojtÏch Nov·k\nAdam BÌlek\nRobert ätÌpek\nTom·ö Pulkr·bek\nJan Kraml","Viktor Bocan\nVojtÏch Nov·k\nAdam BÌlek\nRobert ätÌpek\nTom·ö Pulkr·bek\nJan Kraml","Viktor Bocan\nVojtÏch Nov·k\nAdam BÌlek\nRobert ätÌpek\nTom·ö Pulkr·bek\nJan Kraml","Viktor Bocan\nVojtÏch Nov·k\nAdam BÌlek\nRobert ätÌpek\nTom·ö Pulkr·bek\nJan Kraml","Viktor Bocan\nVojtÏch Nov·k\nAdam BÌlek\nRobert ätipek\nTom·ö Pulkr·bek\nJan Kraml"
"STR_CREDITSN05","ätep·n Kment\nMelanie Novotn·","ätep·n Kment\nMelanie Novotn·","ätep·n Kment\nMelanie Novotn·","ätep·n Kment\nMelanie Novotn·","ätep·n Kment\nMelanie Novotn·","ätep·n Kment\nMelanie Novotn·"
"STR_CREDITSN06","Bohumil Trnka","Bohumil Trnka","Bohumil Trnka","Bohumil Trnka","Bohumil Trnka","Bohumil Trnka"
"STR_CREDITSN07","Ond¯ej Nov·k\nLuboö P·cal","Ond¯ej Nov·k\nLuboö P·cal","Ond¯ej Nov·k\nLuboö Pacal","Ond¯ej Nov·k\nLuboö P·cal","Ond¯ej Nov·k\nLuboö P·cal","Ond¯ej Nov·k\nLuboö P·cal"
"STR_CREDITSN08","Ond¯ej MatÏjka","Ond¯ej MatÏjka","Ond¯ej MatÏjka","Ond¯ej MatÏjka","Ond¯ej MatÏjka","Ond¯ej MatÏjka"
"STR_CREDITSN09","Lifeless \n\nOverdose\nIím Gonna Fly\nDecide","Sans vie \n\nOverdose\nJe m'envole\nDÈcider","Lifeless \n\nOverdose\nIím Gonna Fly\nDecide","Sin sentido \n\nSobredosis\nVoy a despegar\nDecidir","Lifeless \n\nOverdose\nIím Gonna Fly\nDecide","Lifeless \n\nOverdose\nI'm Gonna Fly\nDecide"
"STR_CREDITSN09a","(Dedicated to memory of Sgt. Tom Birnie)","(DÈdiÈ ‡ la mÈmoire du sergent Tom Birnie)","(In memoria del sergente Tom Birnie)","(Dedicado a la memoria del Sgt. Tom Birnie)","(Zum Gedenken an Feldw. Tom Birnie)","(VÏnov·no pam·tce Sgt. Toma Birnie)"
"STR_CREDITSN09b","Composed by Lagettie / Reid and performed by \n\n\n(David Lagettie, Michael Reid, Luke Aldridge,\n Amy Dewhurst, Nathan Taylor)","ComposÈ par Lagettie / Reid et interprÈtÈ par \n\n\n(David Lagettie, Michael Reid, Luke Aldridge,\n Amy Dewhurst, Nathan Taylor)","Musica/testo di Lagettie / Reid; esecuzione di \n\n\n(David Lagettie, Michael Reid, Luke Aldridge,\n Amy Dewhurst, Nathan Taylor)","Compuesto por Lagettie / Reid e interpretada por \n\n\n(David Lagettie, Michael Reid, Luke Aldridge,\n Amy Dewhurst, Nathan Taylor)","Musik/Text: Lagettie/Reid. Gespielt von: \n\n\n(David Lagettie, Michael Reid, Luke Aldridge,\n Amy Dewhurst, Nathan Taylor)","Sloûil Lagettie / Reid a hraje \n\n\n(David Lagettie, Michael Reid, Luke Aldridge,\n Amy Dewhurst, Nathan Taylor)"
"STR_CREDITSN09c","Seventh","SeptiËme","Seventh","SÈptimo","Seventh","Seventh"
,,,,,,
"STR_CREDITSN10","Robert Stevenson\nOnd¯ej MatÏjka\nBeaufort C. Addison IV","Robert Stevenson\nOnd¯ej MatÏjka\nBeaufort C. Addison IV","Robert Stevenson\nOnd¯ej MatÏjka\nBeaufort C. Addison IV","Robert Stevenson\nOnd¯ej MatÏjka\nBeaufort C. Addison IV","Robert Stevenson\nOnd¯ej MatÏjka\nBeaufort C. Addison IV","Robert Stevenson\nOnd¯ej MatÏjka\nBeaufort C. Addison IV"
"STR_CREDITSN11","AndOne\nJames McKenzie-Smith\nJens Buescher\nKrzysztof Janicki\nMarc Racine\nRadan Doubrava\nSlavomÌr PavlÌËek\nFernando Santamaria\nVladan Marek\nAdam Moore","AndOne\nJames McKenzie-Smith\nJens Buescher\nKrzysztof Janicki\nMarc Racine\nRadan Doubrava\nSlavomÌr PavlÌËek\nFernando Santamaria\nVladan Marek\nAdam Moore","AndOne\nJames McKenzie-Smith\nJens Buescher\nKrzysztof Janicki\nMarc Racine\nRadan Doubrava\nSlavomÌr PavlÌËek\nFernando Santamaria\nVladan Marek\nAdam Moore","AndOne\nJames McKenzie-Smith\nJens Buescher\nKrzysztof Janicki\nMarc Racine\nRadan Doubrava\nSlavomÌr PavlÌËek\nFernando SantamarÌa\nVladan Marek\nAdam Moore","AndOne\nJames McKenzie-Smith\nJens Buescher\nKrzysztof Janicki\nMarc Racine\nRadan Doubrava\nSlavomÌr PavlÌËek\nFernando Santamaria\nVladan Marek\nAdam Moore","AndOne\nJames McKenzie-Smith\nJens Buescher\nKrzysztof Janicki\nMarc Racine\nRadan Doubrava\nSlavomÌr PavlÌËek\nFernando Santamaria\nVladan Marek\nAdam Moore"
,,,,,,
"STR_CREDITS12","Published by","EditÈ par","Pubblicato da","Publicado por","Verˆffentlicht von","Vydavatel"
"STR_CREDITS12a","Developed by","DÈveloppÈ par","Sviluppato da","Creado por","Entwickelt von","V˝roba"
"STR_CREDITS13","External Producer","Producteur externe","Produttore esterno","Productor externo","Externe Produktion","ExternÌ producent"
"STR_CREDITS14","Design/Script","Conception†/†Script","Design/sceneggiatura","DiseÒo/GuiÛn","Design/Skript","ScÈn·¯"
"STR_CREDITS15","QA/Compatibility","AQ†/†CompatibilitÈ","CQ/Compatibilit‡","Pruebas de calidad/Compatibilidad","QS/Kompatibilit‰t","Dohled nad kvalitou / Kompatibilita"
"STR_CREDITS16","Marketing/PR","Marketing†/†RP","Marketing/PR","Marketing/Relaciones p˙blicas","Marketing/PR","Marketing / Styk s ve¯ejnostÌ"
"STR_CREDITS17","Voice Processing","Post-production des voix","Elaborazione vocale","Tratamiento de voces","Sprachbearbeitung","Zpracov·nÌ hlas˘"
"STR_CREDITS18","Voice Artists","Acteurs pour les voix","Doppiaggio","Actores de doblaje","Sprecher","Namlulvili"
"STR_CREDITS19","Localisation","Localisation","Localizzazione","LocalizaciÛn","Lokalisierung","Lokalilzace"
"STR_CREDITS20","Localisation Testing","Tests de localisation","Testing della localizzazione","Pruebas de calidad de localizaciÛn","Lokalisierungstest","Testov·nÌ lokalizace"
"STR_CREDITS21","Business/Legal","Affaires†/†Juridiques","Aspetti commerciali/legali","Comercial/Legal","Gesch‰ftliches/Rechtliches","ObchodnÌ a pr·vnÌ z·leûitosti"
"STR_CREDITS22","Special Thanks","Remerciements","Ringraziamenti speciali","Agradecimientos especiales","Besonderer Dank an","Zvl·ötnÌ podÏkov·nÌ"
"STR_CREDITS23","© 2011 Bohemia Interactive. All rights reserved.","© 2011 Bohemia Interactive. Tous droits rÈservÈs.","© 2011 Bohemia Interactive. Tutti i diritti riservati (traduzione italiana fixata da Wergio)","© 2011 Bohemia Interactive. Quedan reservados todos los derechos.","© 2011 Bohemia Interactive. Alle Rechte vorbehalten.","© 2011 Bohemia Interactive. All rights reserved."
"STR_CREDITS24","VÏnov·no tÏm, kte¯Ì zem¯eli, abychom my mohli ûÌt.","VÏnov·no tÏm, kte¯Ì zem¯eli, abychom my mohli ûÌt.","VÏnov·no tÏm, kte¯Ì zem¯eli, abychom my mohli ûÌt.","VÏnov·no tÏm, kte¯Ì zem¯eli, abychom my mohli ûÌt.","VÏnov·no tÏm, kte¯Ì zem¯eli, abychom my mohli ûÌt.","VÏnov·no tÏm, kte¯Ì zem¯eli, abychom my mohli ûÌt."
,,,,,,
"STR_CREDITSN13","Richard I Blenkinsop","Richard I Blenkinsop","Richard I Blenkinsop","Richard I Blenkinsop","Richard I Blenkinsop","Richard I Blenkinsop"
"STR_CREDITSN14","Brian Coller\nHal Sandbach\nJames Brown\nJason Truman\nJonathan Davies\nJonathan Smith\nLaura Peterson\nSimon Smith","Brian Coller\nHal Sandbach\nJames Brown\nJason Truman\nJonathan Davies\nJonathan Smith\nLaura Peterson\nSimon Smith","Brian Coller\nHal Sandbach\nJames Brown\nJason Truman\nJonathan Davies\nJonathan Smith\nLaura Peterson\nSimon Smith","Brian Coller\nHal Sandbach\nJames Brown\nJason Truman\nJonathan Davies\nJonathan Smith\nLaura Peterson\nSimon Smith","Brian Coller\nHal Sandbach\nJames Brown\nJason Truman\nJonathan Davies\nJonathan Smith\nLaura Peterson\nSimon Smith","Brian Coller\nHal Sandbach\nJames Brown\nJason Truman\nJonathan Davies\nJonathan Smith\nLaura Peterson\nSimon Smith"
"STR_CREDITSN15","Andrew Crabtree\nAnthony Cooper\nGary Cody\nGary Masters\nGhulam Khan\nJonathan Tainsh\nNeil Corbett\nPatrick Butler\nPaul Turland\nPeter Riley\nRichard Tysoe\nSam Chimes\nSimon Humphreys","Andrew Crabtree\nAnthony Cooper\nGary Cody\nGary Masters\nGhulam Khan\nJonathan Tainsh\nNeil Corbett\nPatrick Butler\nPaul Turland\nPeter Riley\nRichard Tysoe\nSam Chimes\nSimon Humphreys","Andrew Crabtree\nAnthony Cooper\nGary Cody\nGary Masters\nGhulam Khan\nJonathan Tainsh\nNeil Corbett\nPatrick Butler\nPaul Turland\nPeter Riley\nRichard Tysoe\nSam Chimes\nSimon Humphreys","Andrew Crabtree\nAnthony Cooper\nGary Cody\nGary Masters\nGhulam Khan\nJonathan Tainsh\nNeil Corbett\nPatrick Butler\nPaul Turland\nPeter Riley\nRichard Tysoe\nSam Chimes\nSimon Humphreys","Andrew Crabtree\nAnthony Cooper\nGary Cody\nGary Masters\nGhulam Khan\nJonathan Tainsh\nNeil Corbett\nPatrick Butler\nPaul Turland\nPeter Riley\nRichard Tysoe\nSam Chimes\nSimon Humphreys","Andrew Crabtree\nAnthony Cooper\nGary Cody\nGary Masters\nGhulam Khan\nJonathan Tainsh\nNeil Corbett\nPatrick Butler\nPaul Turland\nPeter Riley\nRichard Tysoe\nSam Chimes\nSimon Humphreys"
"STR_CREDITSN16","Adam Hance \nAlyson Fielding\nAndrea Matthews\nBruce Everiss\nChristopher Hines\nDavid Alcock\nDavid Solari\nEd Denson\nEmma Nichols\nHenry Cook\nJennifer Stubbs\nLiz Darling\nNick Pili\nNick McAuliffe\nNicky Veal\nSimon Reid","Adam Hance \nAlyson Fielding\nAndrea Matthews\nBruce Everiss\nChristopher Hines\nDavid Alcock\nDavid Solari\nEd Denson\nEmma Nichols\nHenry Cook\nJennifer Stubbs\nLiz Darling\nNick Pili\nNick McAuliffe\nNicky Veal\nSimon Reid","Adam Hance \nAlyson Fielding\nAndrea Matthews\nBruce Everiss\nChristopher Hines\nDavid Alcock\nDavid Solari\nEd Denson\nEmma Nichols\nHenry Cook\nJennifer Stubbs\nLiz Darling\nNick Pili\nNick McAuliffe\nNicky Veal\nSimon Reid","Adam Hance \nAlyson Fielding\nAndrea Matthews\nBruce Everiss\nChristopher Hines\nDavid Alcock\nDavid Solari\nEd Denson\nEmma Nichols\nHenry Cook\nJennifer Stubbs\nLiz Darling\nNick Pili\nNick McAuliffe\nNicky Veal\nSimon Reid","Adam Hance \nAlyson Fielding\nAndrea Matthews\nBruce Everiss\nChristopher Hines\nDavid Alcock\nDavid Solari\nEd Denson\nEmma Nichols\nHenry Cook\nJennifer Stubbs\nLiz Darling\nNick Pili\nNick McAuliffe\nNicky Veal\nSimon Reid","Adam Hance \nAlyson Fielding\nAndrea Matthews\nBruce Everiss\nChristopher Hines\nDavid Alcock\nDavid Solari\nEd Denson\nEmma Nichols\nHenry Cook\nJennifer Stubbs\nLiz Darling\nNick Pili\nNick McAuliffe\nNicky Veal\nSimon Reid"
"STR_CREDITSN17","Daniel Gardner\nLewis Griffin\nTim Bartlett","Daniel Gardner\nLewis Griffin\nTim Bartlett","Daniel Gardner\nLewis Griffin\nTim Bartlett","Daniel Gardner\nLewis Griffin\nTim Bartlett","Daniel Gardner\nLewis Griffin\nTim Bartlett","Daniel Gardner\nLewis Griffin\nTim Bartlett"
